_id,Date,Rain,Temp Max,Temp Min
557,10-07-1952,0,36.20000076,26.20999908
558,11-07-1952,7.968143463,35.34999847,26.15999985
559,12-07-1952,2.787914753,34.31999969,26.29999924
560,13-07-1952,0,35.5,28.10000038
561,14-07-1952,0,36.84000015,28.79999924
562,15-07-1952,1.944450974,33.54999924,25.79000092
563,16-07-1952,0.150951892,34.38999939,25.98999977
564,17-07-1952,12.41039562,31.85000038,25.32999992
565,18-07-1952,0,34.00999832,26.61000061
566,19-07-1952,0,35.33000183,26.48999977
567,20-07-1952,0.158234373,35.38999939,24.89999962
568,21-07-1952,0,34.61999893,25.60000038
569,22-07-1952,7.849137783,34.90000153,26.34000015
570,23-07-1952,0,36.54999924,27.07999992
571,24-07-1952,10.47015095,35.40000153,25.20000076
572,25-07-1952,5.923577309,33.22000122,25.25
573,26-07-1952,0,34.43000031,25.86000061
574,27-07-1952,8.473465919,34.61999893,26.29999924
575,28-07-1952,1.120567322,34.31999969,26.47999954
576,29-07-1952,0.838857472,36.54000092,27.32999992
577,30-07-1952,24.96874809,35.43999863,25.82999992
578,31-07-1952,1.634913564,35.06000137,26.73999977
579,01-08-1952,0,34.61999893,26.78000069
580,02-08-1952,0,35.72999954,27.13999939
581,03-08-1952,17.44990349,33.88999939,26.31999969
582,04-08-1952,0,31.68000031,24.93000031
583,05-08-1952,0,31.98999977,25.20000076
584,06-08-1952,0,32.93999863,25.59000015
585,07-08-1952,7.114714146,32.43000031,26.04000092
586,08-08-1952,0.622358263,34.40999985,27.80999947
587,09-08-1952,52.1287117,32.06000137,25.64999962
588,10-08-1952,2.214335918,32.25999832,25.02000046
